,id,name,equation,definition,enzyme,substrates,products,stoichiometry_substrates,stoichiometry_products
5035,R05928,UDP-D-glucuronate + G00156 <=> UDP + G00157,G10612 + G00156 <=> G10619 + G00157,UDP-D-glucuronate + G00156 <=> UDP + G00157,2.4.1.135,"['G10612', 'G00156']","['G10619', 'G00157']","[1, 1]","[1, 1]"
5036,R05929,UDP-N-acetyl-D-galactosamine + G00157 <=> UDP + G00158,G10611 + G00157 <=> G10619 + G00158,UDP-N-acetyl-D-galactosamine + G00157 <=> UDP + G00158,2.4.1.174,"['G10611', 'G00157']","['G10619', 'G00158']","[1, 1]","[1, 1]"
5037,R05930,UDP-N-acetyl-D-glucosamine + G00157 <=> UDP + G00162,G10610 + G00157 <=> G10619 + G00162,UDP-N-acetyl-D-glucosamine + G00157 <=> UDP + G00162,2.4.1.223,"['G10610', 'G00157']","['G10619', 'G00162']","[1, 1]","[1, 1]"
5038,R05931,UDP-D-glucuronate + G00158 <=> UDP + G00159,G10612 + G00158 <=> G10619 + G00159,UDP-D-glucuronate + G00158 <=> UDP + G00159,2.4.1.226,"['G10612', 'G00158']","['G10619', 'G00159']","[1, 1]","[1, 1]"
5039,R05932,UDP-N-acetyl-D-galactosamine + G00159 <=> UDP + G00160,G10611 + G00159 <=> G10619 + G00160,UDP-N-acetyl-D-galactosamine + G00159 <=> UDP + G00160,2.4.1.175,"['G10611', 'G00159']","['G10619', 'G00160']","[1, 1]","[1, 1]"
5040,R05933,UDP-D-glucuronate + G00160 <=> UDP + G00180,G10612 + G00160 <=> G10619 + G00180,UDP-D-glucuronate + G00160 <=> UDP + G00180,2.4.1.226,"['G10612', 'G00160']","['G10619', 'G00180']","[1, 1]","[1, 1]"
5041,R05934,UDP-N-acetyl-D-galactosamine + G00180 <=> UDP + G00161,G10611 + G00180 <=> G10619 + G00161,UDP-N-acetyl-D-galactosamine + G00180 <=> UDP + G00161,2.4.1.175,"['G10611', 'G00180']","['G10619', 'G00161']","[1, 1]","[1, 1]"
5042,R05935,UDP-D-glucuronate + G00162 <=> UDP + G00163,G10612 + G00162 <=> G10619 + G00163,UDP-D-glucuronate + G00162 <=> UDP + G00163,2.4.1.225,"['G10612', 'G00162']","['G10619', 'G00163']","[1, 1]","[1, 1]"
5043,R05936,UDP-N-acetyl-D-glucosamine + G00163 <=> UDP + G00164,G10610 + G00163 <=> G10619 + G00164,UDP-N-acetyl-D-glucosamine + G00163 <=> UDP + G00164,2.4.1.224,"['G10610', 'G00163']","['G10619', 'G00164']","[1, 1]","[1, 1]"
5044,R05937,CMP-N-acetylneuraminate + Lactosylceramide <=> CMP + GM3,G10616 + G00092 <=> G10621 + G00108,CMP-N-acetylneuraminate + Lactosylceramide <=> CMP + GM3,2.4.3.9,"['G10616', 'G00092']","['G10621', 'G00108']","[1, 1]","[1, 1]"
5045,R05938,UDP-N-acetyl-D-galactosamine + Lactosylceramide <=> UDP + GA2,G10611 + G00092 <=> G10619 + G00123,UDP-N-acetyl-D-galactosamine + Lactosylceramide <=> UDP + GA2,2.4.1.92,"['G10611', 'G00092']","['G10619', 'G00123']","[1, 1]","[1, 1]"
5046,R05939,UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + GM2,G10611 + G00108 <=> G10619 + G00109,UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + GM2,2.4.1.92,"['G10611', 'G00108']","['G10619', 'G00109']","[1, 1]","[1, 1]"
5047,R05940,CMP-N-acetylneuraminate + GM3 <=> CMP + GD3,G10616 + G00108 <=> G10621 + G00113,CMP-N-acetylneuraminate + GM3 <=> CMP + GD3,2.4.3.8,"['G10616', 'G00108']","['G10621', 'G00113']","[1, 1]","[1, 1]"
5048,R05941,UDP-D-galactose + GM2 <=> UDP + GM1,G10609 + G00109 <=> G10619 + G00110,UDP-D-galactose + GM2 <=> UDP + GM1,2.4.1.62,"['G10609', 'G00109']","['G10619', 'G00110']","[1, 1]","[1, 1]"
5049,R05942,CMP-N-acetylneuraminate + GM1 <=> CMP + GD1a,G10616 + G00110 <=> G10621 + G00111,CMP-N-acetylneuraminate + GM1 <=> CMP + GD1a,2.4.3.2,"['G10616', 'G00110']","['G10621', 'G00111']","[1, 1]","[1, 1]"
5050,R05943,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1a,G10616 + G00111 <=> G10621 + G00112,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1a,2.4.99.-,"['G10616', 'G00111']","['G10621', 'G00112']","[1, 1]","[1, 1]"
5051,R05944,GDP-L-fucose + GM1 <=> GDP + Fucosyl-GM1,G10615 + G00110 <=> G10620 + G00166,GDP-L-fucose + GM1 <=> GDP + Fucosyl-GM1,2.4.1.-,"['G10615', 'G00110']","['G10620', 'G00166']","[1, 1]","[1, 1]"
5052,R05945,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1aalpha,G10616 + G00111 <=> G10621 + G00128,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1aalpha,,"['G10616', 'G00111']","['G10621', 'G00128']","[1, 1]","[1, 1]"
5053,R05946,UDP-N-acetyl-D-galactosamine + GD3 <=> UDP + GD2,G10611 + G00113 <=> G10619 + G00114,UDP-N-acetyl-D-galactosamine + GD3 <=> UDP + GD2,2.4.1.92,"['G10611', 'G00113']","['G10619', 'G00114']","[1, 1]","[1, 1]"
5054,R05947,CMP-N-acetylneuraminate + GD3 <=> CMP + GT3,G10616 + G00113 <=> G10621 + G00118,CMP-N-acetylneuraminate + GD3 <=> CMP + GT3,2.4.3.8,"['G10616', 'G00113']","['G10621', 'G00118']","[1, 1]","[1, 1]"
5055,R05948,UDP-D-galactose + GD2 <=> UDP + GD1b,G10609 + G00114 <=> G10619 + G00115,UDP-D-galactose + GD2 <=> UDP + GD1b,2.4.1.62,"['G10609', 'G00114']","['G10619', 'G00115']","[1, 1]","[1, 1]"
5056,R05949,CMP-N-acetylneuraminate + GD1b <=> CMP + GT1b,G10616 + G00115 <=> G10621 + G00116,CMP-N-acetylneuraminate + GD1b <=> CMP + GT1b,2.4.3.2,"['G10616', 'G00115']","['G10621', 'G00116']","[1, 1]","[1, 1]"
5057,R05950,CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1b,G10616 + G00116 <=> G10621 + G00117,CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1b,2.4.99.-,"['G10616', 'G00116']","['G10621', 'G00117']","[1, 1]","[1, 1]"
5058,R05951,CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1balpha,G10616 + G00116 <=> G10621 + G00129,CMP-N-acetylneuraminate + GT1b <=> CMP + GQ1balpha,,"['G10616', 'G00116']","['G10621', 'G00129']","[1, 1]","[1, 1]"
5059,R05952,UDP-N-acetyl-D-galactosamine + GT3 <=> UDP + GT2,G10611 + G00118 <=> G10619 + G00119,UDP-N-acetyl-D-galactosamine + GT3 <=> UDP + GT2,2.4.1.92,"['G10611', 'G00118']","['G10619', 'G00119']","[1, 1]","[1, 1]"
5060,R05953,UDP-D-galactose + GT2 <=> UDP + GT1c,G10609 + G00119 <=> G10619 + G00120,UDP-D-galactose + GT2 <=> UDP + GT1c,2.4.1.62,"['G10609', 'G00119']","['G10619', 'G00120']","[1, 1]","[1, 1]"
5061,R05954,CMP-N-acetylneuraminate + GT1c <=> CMP + GQ1c,G10616 + G00120 <=> G10621 + G00121,CMP-N-acetylneuraminate + GT1c <=> CMP + GQ1c,2.4.99.-,"['G10616', 'G00120']","['G10621', 'G00121']","[1, 1]","[1, 1]"
5062,R05955,CMP-N-acetylneuraminate + GQ1c <=> CMP + GP1c,G10616 + G00121 <=> G10621 + G00122,CMP-N-acetylneuraminate + GQ1c <=> CMP + GP1c,2.4.99.-,"['G10616', 'G00121']","['G10621', 'G00122']","[1, 1]","[1, 1]"
5063,R05956,UDP-D-galactose + GA2 <=> UDP + GA1,G10609 + G00123 <=> G10619 + G00124,UDP-D-galactose + GA2 <=> UDP + GA1,2.4.1.62,"['G10609', 'G00123']","['G10619', 'G00124']","[1, 1]","[1, 1]"
5064,R05957,CMP-N-acetylneuraminate + GA1 <=> CMP + GM1b,G10616 + G00124 <=> G10621 + G00125,CMP-N-acetylneuraminate + GA1 <=> CMP + GM1b,2.4.3.2,"['G10616', 'G00124']","['G10621', 'G00125']","[1, 1]","[1, 1]"
5065,R05958,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1c,G10616 + G00125 <=> G10621 + G00126,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1c,,"['G10616', 'G00125']","['G10621', 'G00126']","[1, 1]","[1, 1]"
5066,R05959,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1a,G10616 + G00125 <=> G10621 + G00127,CMP-N-acetylneuraminate + GM1b <=> CMP + GD1a,2.4.3.7,"['G10616', 'G00125']","['G10621', 'G00127']","[1, 1]","[1, 1]"
5067,R05960,UDP-D-galactose + Lactosylceramide <=> UDP + Globotriaosylceramide,G10609 + G00092 <=> G10619 + G00093,UDP-D-galactose + Lactosylceramide <=> UDP + Globotriaosylceramide,2.4.1.228,"['G10609', 'G00092']","['G10619', 'G00093']","[1, 1]","[1, 1]"
5068,R05961,H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide,C00001 + G00093 <=> C00124 + G00092,H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide,3.2.1.22,"['C00001', 'G00093']","['C00124', 'G00092']","[1, 1]","[1, 1]"
5069,R05962,UDP-N-acetyl-D-galactosamine + Globotriaosylceramide <=> UDP + Globoside,G10611 + G00093 <=> G10619 + G00094,UDP-N-acetyl-D-galactosamine + Globotriaosylceramide <=> UDP + Globoside,2.4.1.79,"['G10611', 'G00093']","['G10619', 'G00094']","[1, 1]","[1, 1]"
5070,R05963,H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide,C00001 + G00094 <=> C01132 + G00093,H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide,3.2.1.52,"['C00001', 'G00094']","['C01132', 'G00093']","[1, 1]","[1, 1]"
5071,R05964,UDP-D-galactose + Globoside <=> UDP + Galactosylgloboside,G10609 + G00094 <=> G10619 + G00097,UDP-D-galactose + Globoside <=> UDP + Galactosylgloboside,2.4.1.-,"['G10609', 'G00094']","['G10619', 'G00097']","[1, 1]","[1, 1]"
5072,R05965,"UDP-N-acetyl-D-galactosamine + Globoside <=> UDP + Forssman antigen, IV3GalNAca-Gb4Cer",G10611 + G00094 <=> G10619 + G00095,"UDP-N-acetyl-D-galactosamine + Globoside <=> UDP + Forssman antigen, IV3GalNAca-Gb4Cer",2.4.1.88,"['G10611', 'G00094']","['G10619', 'G00095']","[1, 1]","[1, 1]"
5073,R05966,"H2O + Forssman antigen, IV3GalNAca-Gb4Cer <=> N-Acetyl-D-galactosamine + Globoside",C00001 + G00095 <=> C01132 + G00094,"H2O + Forssman antigen, IV3GalNAca-Gb4Cer <=> N-Acetyl-D-galactosamine + Globoside",3.2.1.49,"['C00001', 'G00095']","['C01132', 'G00094']","[1, 1]","[1, 1]"
5074,R05967,CMP-N-acetylneuraminate + Galactosylgloboside <=> CMP + Monosialylgalactosylgloboside,G10616 + G00097 <=> G10621 + G00098,CMP-N-acetylneuraminate + Galactosylgloboside <=> CMP + Monosialylgalactosylgloboside,2.4.3.2,"['G10616', 'G00097']","['G10621', 'G00098']","[1, 1]","[1, 1]"
5075,R05968,GDP-L-fucose + Galactosylgloboside <=> GDP + Globo-H,G10615 + G00097 <=> G10620 + G00099,GDP-L-fucose + Galactosylgloboside <=> GDP + Globo-H,2.4.1.69,"['G10615', 'G00097']","['G10620', 'G00099']","[1, 1]","[1, 1]"
5076,R05969,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,C00043 + C00110 <=> C00105 + G00001,UDP-N-acetyl-alpha-D-glucosamine + Dolichyl phosphate <=> UMP + N-Acetyl-D-glucosaminyldiphosphodolichol,2.7.8.15,"['C00043', 'C00110']","['C00105', 'G00001']","[1, 1]","[1, 1]"
5077,R05970,"UDP-N-acetyl-D-glucosamine + N-Acetyl-D-glucosaminyldiphosphodolichol <=> UDP + N,N'-Chitobiosyldiphosphodolichol",G10610 + G00001 <=> G10619 + G00002,"UDP-N-acetyl-D-glucosamine + N-Acetyl-D-glucosaminyldiphosphodolichol <=> UDP + N,N'-Chitobiosyldiphosphodolichol",2.4.1.141,"['G10610', 'G00001']","['G10619', 'G00002']","[1, 1]","[1, 1]"
5078,R05971,UDP-N-acetyl-D-glucosamine + Lactosylceramide <=> UDP + Lc3Cer,G10610 + G00092 <=> G10619 + G00036,UDP-N-acetyl-D-glucosamine + Lactosylceramide <=> UDP + Lc3Cer,2.4.1.206,"['G10610', 'G00092']","['G10619', 'G00036']","[1, 1]","[1, 1]"
5079,R05972,"GDP-D-mannose + N,N'-Chitobiosyldiphosphodolichol <=> GDP + G00003",G10614 + G00002 <=> G10620 + G00003,"GDP-D-mannose + N,N'-Chitobiosyldiphosphodolichol <=> GDP + G00003",2.4.1.142,"['G10614', 'G00002']","['G10620', 'G00003']","[1, 1]","[1, 1]"
5080,R05973,GDP-D-mannose + G00003 <=> GDP + G00004,G10614 + G00003 <=> G10620 + G00004,GDP-D-mannose + G00003 <=> GDP + G00004,2.4.1.132,"['G10614', 'G00003']","['G10620', 'G00004']","[1, 1]","[1, 1]"
5081,R05974,UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + nLc7Cer,G10610 + G00067 <=> G10619 + G00068,UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + nLc7Cer,2.4.1.149,"['G10610', 'G00067']","['G10619', 'G00068']","[1, 1]","[1, 1]"
5082,R05975,UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + nLc5Cer,G10610 + G00050 <=> G10619 + G00066,UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + nLc5Cer,2.4.1.149,"['G10610', 'G00050']","['G10619', 'G00066']","[1, 1]","[1, 1]"
5083,R05976,Protein asparagine + G00008 <=> Dolichyl diphosphate + G00009,C03021 + G00008 <=> C00621 + G00009,Protein asparagine + G00008 <=> Dolichyl diphosphate + G00009,2.4.99.18,"['C03021', 'G00008']","['C00621', 'G00009']","[1, 1]","[1, 1]"
5084,R05977,UDP-D-galactose + Lc3Cer <=> UDP + Paragloboside,G10609 + G00036 <=> G10619 + G00050,UDP-D-galactose + Lc3Cer <=> UDP + Paragloboside,2.4.1.275       2.4.1.-,"['G10609', 'G00036']","['G10619', 'G00050']","[1, 1]","[1, 1]"
5085,R05978,UDP-D-galactose + Paragloboside <=> UDP + nLc5Cer,G10609 + G00050 <=> G10619 + G00051,UDP-D-galactose + Paragloboside <=> UDP + nLc5Cer,2.4.1.87,"['G10609', 'G00050']","['G10619', 'G00051']","[1, 1]","[1, 1]"
5086,R05979,H2O + G00009 <=> beta-D-Glucose + G00171,C00001 + G00009 <=> C00221 + G00171,H2O + G00009 <=> beta-D-Glucose + G00171,3.2.1.106,"['C00001', 'G00009']","['C00221', 'G00171']","[1, 1]","[1, 1]"
5087,R05980,Glc2Man9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting),C00001 + G00171 <=> C00031 + G00010,H2O + G00171 <=> D-Glucose + G00010,3.2.1.207,"['C00001', 'G00171']","['C00031', 'G00010']","[1, 1]","[1, 1]"
5088,R05981,GlcMan9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting),C00001 + G00010 <=> C00031 + G00011,H2O + G00010 <=> D-Glucose + G00011,3.2.1.207,"['C00001', 'G00010']","['C00031', 'G00011']","[1, 1]","[1, 1]"
5089,R05983,UDP-N-acetyl-D-glucosamine + G00012 <=> UDP + G00013,G10610 + G00012 <=> G10619 + G00013,UDP-N-acetyl-D-glucosamine + G00012 <=> UDP + G00013,2.4.1.101,"['G10610', 'G00012']","['G10619', 'G00013']","[1, 1]","[1, 1]"
5090,R05984,G00013 + 2 H2O <=> G00014 + 2 alpha-D-Mannose,G00013 + 2 C00001 <=> G00014 + 2 C00936,G00013 + 2 H2O <=> G00014 + 2 alpha-D-Mannose,3.2.1.114,"['G00013', 'C00001']","['G00014', 'C00936']","[1, '2']","[1, '2']"
5091,R05985,UDP-N-acetyl-D-glucosamine + G00014 <=> UDP + G00015,G10610 + G00014 <=> G10619 + G00015,UDP-N-acetyl-D-glucosamine + G00014 <=> UDP + G00015,2.4.1.143,"['G10610', 'G00014']","['G10619', 'G00015']","[1, 1]","[1, 1]"
5092,R05986,UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00019,G10610 + G00015 <=> G10619 + G00019,UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00019,2.4.1.144,"['G10610', 'G00015']","['G10619', 'G00019']","[1, 1]","[1, 1]"
5093,R05987,UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00020,G10610 + G00015 <=> G10619 + G00020,UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G00020,2.4.1.145,"['G10610', 'G00015']","['G10619', 'G00020']","[1, 1]","[1, 1]"
5094,R05988,GDP-L-fucose + G00015 <=> GDP + G00016,G10615 + G00015 <=> G10620 + G00016,GDP-L-fucose + G00015 <=> GDP + G00016,2.4.1.68,"['G10615', 'G00015']","['G10620', 'G00016']","[1, 1]","[1, 1]"
5095,R05989,"UDP-galactose:N-acetyl-beta-D-glucosaminylglycopeptide beta-1,4-galactosyltransferase",2 G10609 + G00016 <=> 2 G10619 + G00017,2 UDP-D-galactose + G00016 <=> 2 UDP + G00017,2.4.1.38,"['G10609', 'G00016']","['G10619', 'G00017']","['2', 1]","['2', 1]"
5096,R05990,"CMP-N-acetylneuraminate:beta-D-galactosyl 1,4-N-acetyl-beta-D-glucosamine alpha 2,6-N-acetylneuraminyltransferase",2 G10616 + G00017 <=> 2 G10621 + G00018,2 CMP-N-acetylneuraminate + G00017 <=> 2 CMP + DS 3,2.4.3.1,"['G10616', 'G00017']","['G10621', 'G00018']","['2', 1]","['2', 1]"
5097,R05991,UDP-N-acetyl-D-glucosamine + G00020 <=> UDP + G00021,G10610 + G00020 <=> G10619 + G00021,UDP-N-acetyl-D-glucosamine + G00020 <=> UDP + G00021,2.4.1.155,"['G10610', 'G00020']","['G10619', 'G00021']","[1, 1]","[1, 1]"
5098,R05992,UDP-N-acetyl-D-glucosamine + G00021 <=> UDP + G00022,G10610 + G00021 <=> G10619 + G00022,UDP-N-acetyl-D-glucosamine + G00021 <=> UDP + G00022,2.4.1.201,"['G10610', 'G00021']","['G10619', 'G00022']","[1, 1]","[1, 1]"
5099,R05994,GA1 + H2O <=> GA2 + D-Galactose,G00124 + C00001 <=> G00123 + C00124,GA1 + H2O <=> GA2 + D-Galactose,3.2.1.23,"['G00124', 'C00001']","['G00123', 'C00124']","[1, 1]","[1, 1]"
5100,R05995,CMP-N-acetylneuraminate + GT1a <=> CMP + GQ1b,G10616 + G00112 <=> G10621 + G00117,CMP-N-acetylneuraminate + GT1a <=> CMP + GQ1b,2.4.3.8,"['G10616', 'G00112']","['G10621', 'G00117']","[1, 1]","[1, 1]"
5101,R05996,GT1b + N-Acetylneuraminate <=> GQ1b + H2O,G00116 + C00270 <=> G00117 + C00001,GT1b + N-Acetylneuraminate <=> GQ1b + H2O,3.2.1.18,"['G00116', 'C00270']","['G00117', 'C00001']","[1, 1]","[1, 1]"
5102,R05998,GT1b + H2O <=> GD1b + N-Acetylneuraminate,G00116 + C00001 <=> G00115 + C00270,GT1b + H2O <=> GD1b + N-Acetylneuraminate,3.2.1.18,"['G00116', 'C00001']","['G00115', 'C00270']","[1, 1]","[1, 1]"
5103,R05999,Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O,G00092 + C00270 <=> G00108 + C00001,Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O,3.2.1.18,"['G00092', 'C00270']","['G00108', 'C00001']","[1, 1]","[1, 1]"
5104,R06000,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1b,G10616 + G00111 <=> G10621 + G00116,CMP-N-acetylneuraminate + GD1a <=> CMP + GT1b,2.4.3.8,"['G10616', 'G00111']","['G10621', 'G00116']","[1, 1]","[1, 1]"
5105,R06001,GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine,G00123 + C00001 <=> G00092 + C01132,GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine,3.2.1.52,"['G00123', 'C00001']","['G00092', 'C01132']","[1, 1]","[1, 1]"
5106,R06003,CMP-N-acetylneuraminate + GA1 <=> CMP + GM1,G10616 + G00124 <=> G10621 + G00110,CMP-N-acetylneuraminate + GA1 <=> CMP + GM1,2.4.3.9,"['G10616', 'G00124']","['G10621', 'G00110']","[1, 1]","[1, 1]"
5107,R06004,GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine,G00109 + C00001 <=> G00108 + C01132,GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine,3.2.1.52,"['G00109', 'C00001']","['G00108', 'C01132']","[1, 1]","[1, 1]"
5108,R06005,CMP-N-acetylneuraminate + GM1 <=> CMP + GD1b,G10616 + G00110 <=> G10621 + G00115,CMP-N-acetylneuraminate + GM1 <=> CMP + GD1b,2.4.3.8,"['G10616', 'G00110']","['G10621', 'G00115']","[1, 1]","[1, 1]"
5109,R06006,UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer,G10609 + G00036 <=> G10619 + G00037,UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer,2.4.1.86,"['G10609', 'G00036']","['G10619', 'G00037']","[1, 1]","[1, 1]"
5110,R06007,CMP-N-acetylneuraminate + GA2 <=> CMP + GM2,G10616 + G00123 <=> G10621 + G00109,CMP-N-acetylneuraminate + GA2 <=> CMP + GM2,2.4.3.9,"['G10616', 'G00123']","['G10621', 'G00109']","[1, 1]","[1, 1]"
5111,R06009,CMP-N-acetylneuraminate + GM2 <=> CMP + GD2,G10616 + G00109 <=> G10621 + G00114,CMP-N-acetylneuraminate + GM2 <=> CMP + GD2,2.4.3.8,"['G10616', 'G00109']","['G10621', 'G00114']","[1, 1]","[1, 1]"
5112,R06010,GM1 + H2O <=> GM2 + D-Galactose,G00110 + C00001 <=> G00109 + C00124,GM1 + H2O <=> GM2 + D-Galactose,3.2.1.23,"['G00110', 'C00001']","['G00109', 'C00124']","[1, 1]","[1, 1]"
5113,R06011,UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + G00176,G10611 + G00108 <=> G10619 + G00176,UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + G00176,2.4.1.165,"['G10611', 'G00108']","['G10619', 'G00176']","[1, 1]","[1, 1]"
5114,R06012,GM2 + H2O <=> GA2 + N-Acetylneuraminate,G00109 + C00001 <=> G00123 + C00270,GM2 + H2O <=> GA2 + N-Acetylneuraminate,3.2.1.18,"['G00109', 'C00001']","['G00123', 'C00270']","[1, 1]","[1, 1]"
5115,R06013,UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + G00174,G10610 + G00050 <=> G10619 + G00174,UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + G00174,2.4.1.150,"['G10610', 'G00050']","['G10619', 'G00174']","[1, 1]","[1, 1]"
5116,R06014,UDP-N-acetyl-D-glucosamine + G00172 <=> UDP + G07376,G10610 + G00172 <=> G10619 + G07376,UDP-N-acetyl-D-glucosamine + G00172 <=> UDP + G07376,2.4.1.138,"['G10610', 'G00172']","['G10619', 'G07376']","[1, 1]","[1, 1]"
5117,R06015,GDP-L-fucose + G00015 <=> GDP + G00178,G10615 + G00015 <=> G10620 + G00178,GDP-L-fucose + G00015 <=> GDP + G00178,2.4.1.214,"['G10615', 'G00015']","['G10620', 'G00178']","[1, 1]","[1, 1]"
5118,R06016,UDP-D-xylose + G00015 <=> UDP + G00179,G10613 + G00015 <=> G10619 + G00179,UDP-D-xylose + G00015 <=> UDP + G00179,2.4.2.38,"['G10613', 'G00015']","['G10619', 'G00179']","[1, 1]","[1, 1]"
5119,R06018,"1,3-beta-D-Glucan(n) + Orthophosphate <=> 1,3-beta-D-Glucan(n-1) + D-Glucose 1-phosphate",G10477(n) + C00009 <=> G10477(n-1) + C00103,"1,3-beta-D-Glucan(n) + Orthophosphate <=> 1,3-beta-D-Glucan(n-1) + D-Glucose 1-phosphate",2.4.1.30        2.4.1.97,"['G10477(n)', 'C00009']","['G10477(n-1)', 'C00103']","[1, 1]","[1, 1]"
5120,R06020,"1,3-beta-D-Glucan(n) + UDP-D-glucose <=> 1,3-beta-D-Glucan(n+1) + UDP",G10477(n) + G10608 <=> G10477(n+1) + G10619,"1,3-beta-D-Glucan(n) + UDP-D-glucose <=> 1,3-beta-D-Glucan(n+1) + UDP",2.4.1.34,"['G10477(n)', 'G10608']","['G10477(n+1)', 'G10619']","[1, 1]","[1, 1]"
5121,R06021,UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer,G10609 + G00077 <=> G10619 + G00078,UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer,2.4.1.-,"['G10609', 'G00077']","['G10619', 'G00078']","[1, 1]","[1, 1]"
5122,R06022,"1,4-beta-D-oligo-D-glucan:phosphate alpha-D-glucosyltransferase",G10481(n) + C00009 <=> G10481(n-1) + C00103,"1,4-beta-D-Glucan(n) + Orthophosphate <=> 1,4-beta-D-Glucan(n-1) + D-Glucose 1-phosphate",2.4.1.49,"['G10481(n)', 'C00009']","['G10481(n-1)', 'C00103']","[1, 1]","[1, 1]"
5123,R06023,"UDP-glucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase",G10481(n) + G10608 <=> G10481(n+1) + G10619,"1,4-beta-D-Glucan(n) + UDP-D-glucose <=> 1,4-beta-D-Glucan(n+1) + UDP",2.4.1.12,"['G10481(n)', 'G10608']","['G10481(n+1)', 'G10619']","[1, 1]","[1, 1]"
5124,R06024,GDP-L-fucose + Paragloboside <=> GDP + IV2Fuc-nLc4Cer,G10615 + G00050 <=> G10620 + G00055,GDP-L-fucose + Paragloboside <=> GDP + IV2Fuc-nLc4Cer,2.4.1.69,"['G10615', 'G00050']","['G10620', 'G00055']","[1, 1]","[1, 1]"
5125,R06025,GDP-L-fucose + Paragloboside <=> GDP + III3Fuc-nLc4Cer,G10615 + G00050 <=> G10620 + G00060,GDP-L-fucose + Paragloboside <=> GDP + III3Fuc-nLc4Cer,2.4.1.65        2.4.1.152       2.4.1.-,"['G10615', 'G00050']","['G10620', 'G00060']","[1, 1]","[1, 1]"
5126,R06026,CMP-N-acetylneuraminate + Paragloboside <=> CMP + Sialyl-3-paragloboside,G10616 + G00050 <=> G10621 + G00062,CMP-N-acetylneuraminate + Paragloboside <=> CMP + Sialyl-3-paragloboside,2.4.3.6,"['G10616', 'G00050']","['G10621', 'G00062']","[1, 1]","[1, 1]"
5127,R06027,GDP-L-fucose + nLc5Cer <=> GDP + Type II B antigen,G10615 + G00051 <=> G10620 + G00052,GDP-L-fucose + nLc5Cer <=> GDP + Type II B antigen,2.4.1.-,"['G10615', 'G00051']","['G10620', 'G00052']","[1, 1]","[1, 1]"
5128,R06028,UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase,G10483(n) + G10610 <=> G10483(n+1) + G10619,"beta-1,4-Poly-N-acetyl-D-glucosamine(n) + UDP-N-acetyl-D-glucosamine <=> beta-1,4-Poly-N-acetyl-D-glucosamine(n+1) + UDP",2.4.1.16,"['G10483(n)', 'G10610']","['G10483(n+1)', 'G10619']","[1, 1]","[1, 1]"
